property_phys_chem_id,procedure_phys_chem_id,unit_of_measure_id,value_min,value_max
bulkDensityFineEarthProperty,BlkDensF_fe-co-fc,kg/dm³,0.01,2.65
bulkDensityFineEarthProperty,BlkDensF_fe-co-od,kg/dm³,0.01,2.65
bulkDensityFineEarthProperty,BlkDensF_fe-co-unkn,kg/dm³,0.01,2.65
bulkDensityFineEarthProperty,BlkDensF_fe-rpl-unkn,kg/dm³,0.01,2.65
bulkDensityFineEarthProperty,BlkDensF_fe-unkn,kg/dm³,0.01,2.65
bulkDensityFineEarthProperty,BlkDensF_fe-unkn-fc,kg/dm³,0.01,2.65
bulkDensityFineEarthProperty,BlkDensF_fe-unkn-od,kg/dm³,0.01,2.65
bulkDensityWholeSoilProperty,BlkDensW_we-cl-fc,kg/dm³,0.01,3.6
bulkDensityWholeSoilProperty,BlkDensW_we-cl-od,kg/dm³,0.01,3.6
bulkDensityWholeSoilProperty,BlkDensW_we-cl-unkn,kg/dm³,0.01,3.6
bulkDensityWholeSoilProperty,BlkDensW_we-co-fc,kg/dm³,0.01,3.6
bulkDensityWholeSoilProperty,BlkDensW_we-co-od,kg/dm³,0.01,3.6
bulkDensityWholeSoilProperty,BlkDensW_we-co-unkn,kg/dm³,0.01,3.6
bulkDensityWholeSoilProperty,BlkDensW_we-rpl-unkn,kg/dm³,0.01,3.6
bulkDensityWholeSoilProperty,BlkDensW_we-unkn,kg/dm³,0.01,3.6
cadmiumProperty,Extr_ap14,%,0,100
cadmiumProperty,Extr_ap15,%,0,100
cadmiumProperty,Extr_ap20,%,0,100
cadmiumProperty,Extr_ap21,%,0,100
cadmiumProperty,Extr_c6h8o7-reeuwijk,%,0,100
cadmiumProperty,Extr_cacl2,%,0,100
cadmiumProperty,Extr_capo4,%,0,100
cadmiumProperty,Extr_dtpa,%,0,100
cadmiumProperty,Extr_edta,%,0,100
cadmiumProperty,Extr_h2so4-truog,%,0,100
cadmiumProperty,Extr_hcl-h2so4-nelson,%,0,100
cadmiumProperty,Extr_hcl-nh4f-bray1,%,0,100
cadmiumProperty,Extr_hcl-nh4f-bray2,%,0,100
cadmiumProperty,Extr_hcl-nh4f-kurtz-bray,%,0,100
cadmiumProperty,Extr_hno3,%,0,100
cadmiumProperty,Extr_hotwater,%,0,100
cadmiumProperty,Extr_m1,%,0,100
cadmiumProperty,Extr_m2,%,0,100
cadmiumProperty,Extr_m3,%,0,100
cadmiumProperty,Extr_m3-spec,%,0,100
cadmiumProperty,Extr_nahco3-olsen,%,0,100
cadmiumProperty,Extr_nahco3-olsen-dabin,%,0,100
cadmiumProperty,Extr_naoac-morgan,%,0,100
cadmiumProperty,Extr_nh4ch3ch-oh-cooh-leuven,%,0,100
cadmiumProperty,Extr_nh4-co3-2-ambic1,%,0,100
cadmiumProperty,Total_h2so4,%,0,100
cadmiumProperty,Total_hcl,%,0,100
cadmiumProperty,Total_hcl-aquaregia,%,0,100
cadmiumProperty,Total_hclo4,%,0,100
cadmiumProperty,Total_hno3-aquafortis,%,0,100
cadmiumProperty,Total_nh4-6mo7o24,%,0,100
cadmiumProperty,Total_tp03,%,0,100
cadmiumProperty,Total_tp04,%,0,100
cadmiumProperty,Total_tp05,%,0,100
cadmiumProperty,Total_tp06,%,0,100
cadmiumProperty,Total_tp07,%,0,100
cadmiumProperty,Total_tp08,%,0,100
cadmiumProperty,Total_tp09,%,0,100
cadmiumProperty,Total_tp10,%,0,100
cadmiumProperty,Total_unkn,%,0,100
cadmiumProperty,Total_xrd,%,0,100
cadmiumProperty,Total_xrf,%,0,100
cadmiumProperty,Total_xrf-p,%,0,100
cadmiumProperty,Total_xtf-t,%,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph0-cohex,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph0-nh4cl,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph7-nh4oac,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph7-nh4oac-aas,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph7-nh4oac-fp,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph7-unkn,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph8-bacl2tea,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph8-unkn,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph-unkn-edta,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph-unkn-m3,cmol/kg,0,100
Calcium (Ca++) - exchangeable,ExchBases_ph-unkn-m3-spec,cmol/kg,0,100
Calcium (Ca++) - extractable,Extr_ap14,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_ap15,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_ap20,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_ap21,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_c6h8o7-reeuwijk,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_cacl2,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_capo4,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_dtpa,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_edta,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_h2so4-truog,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_hcl-h2so4-nelson,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_hcl-nh4f-bray1,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_hcl-nh4f-bray2,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_hcl-nh4f-kurtz-bray,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_hno3,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_hotwater,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_m1,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_m2,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_m3,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_m3-spec,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_nahco3-olsen,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_nahco3-olsen-dabin,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_naoac-morgan,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_nh4ch3ch-oh-cooh-leuven,cmol/kg,0,1000
Calcium (Ca++) - extractable,Extr_nh4-co3-2-ambic1,cmol/kg,0,1000
Calcium (Ca++) - total,Total_h2so4,cmol/kg,0,1000
Calcium (Ca++) - total,Total_hcl,cmol/kg,0,1000
Calcium (Ca++) - total,Total_hcl-aquaregia,cmol/kg,0,1000
Calcium (Ca++) - total,Total_hclo4,cmol/kg,0,1000
Calcium (Ca++) - total,Total_hno3-aquafortis,cmol/kg,0,1000
Calcium (Ca++) - total,Total_nh4-6mo7o24,cmol/kg,0,1000
Calcium (Ca++) - total,Total_tp03,cmol/kg,0,1000
Calcium (Ca++) - total,Total_tp04,cmol/kg,0,1000
Calcium (Ca++) - total,Total_tp05,cmol/kg,0,1000
Calcium (Ca++) - total,Total_tp06,cmol/kg,0,1000
Calcium (Ca++) - total,Total_tp07,cmol/kg,0,1000
Calcium (Ca++) - total,Total_tp08,cmol/kg,0,1000
Calcium (Ca++) - total,Total_tp09,cmol/kg,0,1000
Calcium (Ca++) - total,Total_tp10,cmol/kg,0,1000
Calcium (Ca++) - total,Total_unkn,cmol/kg,0,1000
Calcium (Ca++) - total,Total_xrd,cmol/kg,0,1000
Calcium (Ca++) - total,Total_xrf,cmol/kg,0,1000
Calcium (Ca++) - total,Total_xrf-p,cmol/kg,0,1000
Calcium (Ca++) - total,Total_xtf-t,cmol/kg,0,1000
Carbon (C) - organic,OrgC_acid-dc,g/kg,0,1000
Carbon (C) - organic,OrgC_acid-dc-ht,g/kg,0,1000
Carbon (C) - organic,OrgC_acid-dc-ht-analyser,g/kg,0,1000
Carbon (C) - organic,OrgC_acid-dc-lt,g/kg,0,1000
Carbon (C) - organic,OrgC_acid-dc-lt-loi,g/kg,0,1000
Carbon (C) - organic,OrgC_acid-dc-mt,g/kg,0,1000
Carbon (C) - organic,OrgC_acid-dc-spec,g/kg,0,1000
Carbon (C) - organic,OrgC_calcul-tc-ic,g/kg,0,1000
Carbon (C) - organic,OrgC_dc,g/kg,0,1000
Carbon (C) - organic,OrgC_dc-ht,g/kg,0,1000
Carbon (C) - organic,OrgC_dc-ht-analyser,g/kg,0,1000
Carbon (C) - organic,OrgC_dc-lt,g/kg,0,1000
Carbon (C) - organic,OrgC_dc-lt-loi,g/kg,0,1000
Carbon (C) - organic,OrgC_dc-mt,g/kg,0,1000
Carbon (C) - organic,OrgC_dc-spec,g/kg,0,1000
Carbon (C) - organic,OrgC_wc,g/kg,0,1000
Carbon (C) - organic,OrgC_wc-cro3-jackson,g/kg,0,1000
Carbon (C) - organic,OrgC_wc-cro3-kalembra,g/kg,0,1000
Carbon (C) - organic,OrgC_wc-cro3-knopp,g/kg,0,1000
Carbon (C) - organic,OrgC_wc-cro3-kurmies,g/kg,0,1000
Carbon (C) - organic,OrgC_wc-cro3-nelson,g/kg,0,1000
Carbon (C) - organic,OrgC_wc-cro3-nrcs6a1c,g/kg,0,1000
Carbon (C) - organic,OrgC_wc-cro3-tiurin,g/kg,0,1000
